,genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,year,month,group5,group4,group7,group6,group1,group3,group2
2962,"[35, 10751, 12]",The Santa Clause 3: The Escape Clause,/kvKXyrc3cUGqXin2u76Ef8lApMI.jpg,13767,1.577124,"holiday,duringcreditsstinger",188,5.0,Michael Lembeck,23567.0,U,29.0,25.0,2006,11,0,1,1,1,0,0,0
662,"[12, 14, 28]",Clash of the Titans,/n8W2Y72VzSi8Yz6IvYWwfoiMTS6.jpg,18823,2.713158,"hades,mythology,greek mythology,zeus,medusa,mythological beast,sea monster,perseus,kraken,gods,ancient greece,based on greek myth,3d",1835,5.6,Louis Leterrier,237034.0,12,48.0,67.0,2010,4,0,0,0,1,0,1,0
1826,"[12, 18]",On the Road,/uORuwLgdDFkA4BuU9b9nuhTkuy.jpg,83770,1.84867,"based on novel,cemetery,narration,nudity,funeral,song,friendship,road trip,marijuana,snow,cigarette smoking,writer,photograph,on the road,sex scene,typewriter,voice over,suicide thoughts,road movie,denver colorado,kerouac",252,5.6,Walter Salles,34689.0,15,5.0,10.0,2012,5,0,0,0,1,0,0,1
3877,"[80, 28, 53]",Riders,/oi2YZ2Z1pwzRIoHT3NRpSE525Lw.jpg,12577,1.398006,"rollerskates,extreme sports",32,5.5,Gérard Pirès,5224.0,15,52.0,6.0,2002,5,0,0,0,1,0,0,1
4693,"[28, 12, 18]",Ashanti,/vnMFNt8dz176AedvpoDXMJ4xl3e.jpg,57926,1.304019,"africa,murder,slave,death",7,5.0,Richard Fleischer,1318.0,R,3.0,1.0,1979,3,0,0,0,1,0,0,1
1287,[878],Flash Gordon,/9c5vKUX7MB1yixVp0ZFAUDRTaeE.jpg,3604,2.032545,"emperor,solar eclipse,prince,tv duel,fighter,deception,hood,scientist,sword and planet",184,6.0,Mike Hodges,39863.0,PG,7.0,8.0,1980,9,0,0,0,1,0,0,0
4988,"[35, 28]",Twin Dragons,/vl7aI8rWk9MoRp9j6VagrRZFxRM.jpg,18764,1.279643,"mistaken identity,martial arts master,pianist,twins,grand piano,concert pianist",54,6.3,Ringo Lam,9017.0,12,15.0,1.0,1992,1,0,0,1,1,0,0,0
3681,"[28, 18, 53]",The Net 2.0,/7MMIeO1a710hrJGnkrvAYTwctAg.jpg,9834,1.453152,"istanbul,new identity,false identity,computer expert",17,5.4,Charles Winkler,3094.0,15,8.0,5.0,2006,2,0,0,0,1,0,0,1
2951,"[18, 28, 53]",Catch .44,/XlSAJjoft4FK8jQmYpYpMRrOQW.jpg,75736,1.578718,duringcreditsstinger,86,4.8,Aaron Harvey,14832.0,18,3.0,1.0,2011,12,0,0,0,1,0,0,1
1094,"[878, 28, 12, 53]",Star Trek: Nemesis,/n4TpLWPi062AofIq4kwmaPNBSvA.jpg,201,2.113829,"clone,assassination,ambush,federation,starfleet,enterprise-e,romulus,android,senate,self sacrifice,telepathy,weapon,romulans,space opera",408,6.1,Stuart Baird,61084.0,12A,63.0,51.0,2002,12,0,0,0,1,0,0,1
741,"[28, 12, 53]",Dante's Peak,/6wBlgo0xqja56OMfQoxsdLmcR76.jpg,9619,2.631985,"helicopter,small town,mayor,evacuation,motel,lava,volcano,cabin,lovers,natural disaster,partnership,volcanologist,rescue,explosion,scientist,seismograph,volcanic eruption,rowboat,catastrophe,acid,county fair,abandoned mine,volcanic ash",329,5.6,Roger Donaldson,65153.0,12,83.0,80.0,1997,2,0,0,0,1,0,0,1
2554,"[878, 18]",Iceman,/lUFnpPyVbML4UOdKpzl5bjwXY4z.jpg,24749,1.659467,"language barrier,human being,cold,glacier,arctic,prehistoric,anthropology,cavemen,frozen alive,discovery",29,5.9,Fred Schepisi,4274.0,PG,3.0,3.0,1984,4,0,0,0,1,0,0,1
6331,"[28, 35]",Eddie,/xl4WRePyVL9GYEnGmOSKbU0Hd8g.jpg,11107,1.229122,"new york,trainer,chauffeur,role of women,sport,basketball",39,5.4,Steve Rash,7382.0,12,6.0,2.0,1996,5,0,0,1,1,0,0,0
604,"[28, 18, 53, 80, 9648]",In the Line of Fire,/vXgWOXa7m3cEhOhYjR5q2UZCBBp.jpg,9386,2.769568,"cia,assassin,running,white house,u.s. president,bodyguard,stalking,election,apartment,secret service,secret service agent",285,6.7,Wolfgang Petersen,76538.0,15,28.0,3.0,1993,7,0,0,0,1,0,0,1
1516,"[28, 35, 80]",Police Academy: Mission to Moscow,/mpUOqZcs7VVg9LrVPRZKAGPiTT2.jpg,11546,1.950591,"video game,mafia,police academy,moscow,commandant",124,4.1,Alan Metter,25975.0,PG,11.0,3.0,1994,6,0,0,1,1,0,0,1
2836,"[18, 28, 53, 80]",The Death and Life of Bobby Z,/CrwVuuaxOr4AZuMqLXsL3bQAbo.jpg,10425,1.601722,"vineyard,rifle,drug trade,violence,shot in the stomach,double cross,estate,face slap,tdrug lord,faked death,baja california,san remo,landfill,gallop,rolling eyes,booby trap,golden gun",85,5.8,John Herzfeld,12419.0,15,16.0,9.0,2007,7,0,0,0,1,0,0,1
4214,"[28, 27, 53, 878]",Vipers,/oQOW92DCASkyLodprk2180ozbML.jpg,44548,1.355755,"snake,snake bite,killer snake,deadly snake",16,3.9,Bill Corcoran,1000.0,M18,2.0,1.0,2008,1,0,0,0,1,0,0,1
2301,"[878, 28, 12, 53]",Star Trek VI: The Undiscovered Country,/5PvIZAOFDe63M1oByFEFDoQobkc.jpg,174,1.722291,"farewell,federation,starfleet,peace conference,uss enterprise-a,rura penthe,court case,peace contract,plan,klingon,space opera",346,6.7,Nicholas Meyer,58136.0,PG,32.0,28.0,1991,12,0,0,0,1,0,0,1
5720,"[28, 12, 53]",Today You Die,/fSL56vXRp4Qh23vXPiAhJMFKZgB.jpg,8382,1.21662,"shotgun,betrayed,quick draw",26,4.2,Don E. FauntLeRoy,3610.0,18,31.0,4.0,2005,9,0,0,0,1,0,0,1
1321,"[28, 878, 14, 53, 27]",Priest,/pE28BDqICBPe3FgphsYSxtH6FcZ.jpg,38321,2.016048,"vampire,crucifixion,post-apocalyptic,dystopia,disobey,niece,dark hero,vampire hunter,vamp",552,5.3,Scott Stewart,100035.0,15,61.0,25.0,2011,5,0,0,0,1,0,1,1
3557,"[12, 878, 28, 53]",Halo: Nightfall,/acxkdwaRrIleRWY0H3VVWFT1H1l.jpg,283691,1.471288,halo,53,5.2,Sergio Mimica-Gezzan,3795.0,15,6.0,7.0,2014,11,0,0,0,1,0,0,1
3400,"[878, 28, 12, 18]",Battlestar Galactica: The Plan,/8pTymK6Hqt3MZ9RlnfLpzv2kclP.jpg,105077,1.49905,"fighter pilot,cylon,body double,human heart",112,6.5,Edward James Olmos,15248.0,M18,5.0,3.0,2009,10,0,0,0,1,0,0,1
255,"[28, 12, 53]",Commando,/ggVVcXvlLqFOK6lEkD8G2aDarDb.jpg,10999,3.266904,"lone wolf,daughter,father,kidnapping,rescue mission",578,6.5,Mark L. Lester,117742.0,R,57.0,10.0,1985,10,0,0,0,1,0,0,1
2227,"[878, 28, 12, 53]",Firefox,/1QK1xhmvnLLZhDC8DNaFt08psp9.jpg,10724,1.740247,"flying,pilot,kampfjet,false identity,assault,suspense",108,5.4,Clint Eastwood,20746.0,PG,1.0,4.0,1982,6,0,0,0,1,0,0,1
6142,"[28, 35, 80]",Reform School Girls,/vIEuuV6qAytg69rafRLhrwj3p6F.jpg,29492,1.250959,woman director,5,6.3,Tom DeSimone,1686.0,R,14.0,2.0,1986,8,0,0,1,1,0,0,1
596,"[28, 35, 53]",Get Smart,/zS3UhYJvy6oLTBgNckpoyAa0qNs.jpg,11665,2.779485,"dancing,spy,terrorist,traitor,airplane,violin,based on tv series,legs",834,6.0,Peter Segal,173220.0,12A,125.0,49.0,2008,6,0,0,1,1,0,0,1
986,"[28, 12, 80, 53]",Assassins,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,9691,2.158438,"competition,assassination,cia,bank,cat,mexican standoff,seattle,hitman,mission of murder,hidden camera,rescue,shootout,police chase,rivalry,sniper rifle,silencer,double cross,caribbean,detroit michigan",298,5.9,Richard Donner,65617.0,15,23.0,6.0,1995,10,0,0,0,1,0,0,1
2399,"[28, 12, 35]",Smokey and the Bandit,/yjhrtTAIxt6HpuckQjXEbmhGTIa.jpg,11006,1.696422,"sheriff,bride,smuggling,road movie",156,6.8,Hal Needham,33830.0,PG,28.0,1.0,1977,5,0,0,1,1,0,0,0
1163,"[53, 18, 878]",Approaching the Unknown,/7nh8Vgs5AtZdZg7vMOXTPyZYfvR.jpg,328429,2.085384,"mars,space travel,space mission,space",62,5.1,Mark Elijah Rosenberg,4569.0,15,1.0,3.0,2016,6,0,0,0,1,0,0,1
2379,"[12, 18, 35]",Hector and the Search for Happiness,/8EXGHKbT8EQRStYEYlNZUdCP414.jpg,254375,1.701361,"trip,travelling person,travel,search,pursuit,happiness",261,6.8,Peter Chelsom,35688.0,15,7.0,6.0,2014,8,0,0,1,1,0,0,1
95,"[18, 53, 28]",Blood Diamond,/wRamTzV6udKaMXrspxqOuo02zk0.jpg,1372,3.665113,"rebel,journalist,journalism,loss of family,slavery,mercenary,diamond mine,sierra leone,bootlegger,fisherman,special unit,smuggling,genocide in rwanda,oppression",1770,7.3,Edward Zwick,419466.0,15,57.0,38.0,2006,12,0,0,0,1,0,0,1
204,"[28, 12, 35, 80, 53]",RED,/q2mwTRKrq1etP9S4SZVDIJq0wI2.jpg,39514,3.396277,"cia,retirement,shot to death,sniper rifle,retired,female spy,alarm",2366,6.5,Robert Schwentke,248484.0,12A,139.0,34.0,2010,10,0,0,1,1,0,0,1
76,"[12, 28, 878]",Return of the Jedi,/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg,1892,3.726654,"rebel,emperor,space battle,matter of life and death,siblings,spaceship,death star,jabba the hutt,ewoks,jedi,space opera",3769,7.8,Richard Marquand,734221.0,PG,30.0,22.0,1983,5,0,0,0,1,0,0,0
3677,"[10402, 28, 35, 80]",Blues Brothers 2000,/87FRtfvpH6nGhGRIDymcNGn6duK.jpg,11568,1.453919,"prison,blues,half-brother,orphanage,band",117,5.2,John Landis,26774.0,PG,66.0,27.0,1998,2,1,0,1,1,0,0,1
5053,"[18, 12, 14]",Genesis: The Creation and the Flood,/cJ57mngKkBl7iTa5L3Xldj86KSy.jpg,2703,1.274194,bible,0,0.0,Ermanno Olmi,343.0,PG,1.0,1.0,1994,9,0,0,0,1,0,1,1
1938,"[12, 53, 878]",Stargate SG-1: Children of the Gods - Final Cut,/s0It0VWkxLyLgIyGCK3y1m8dKFM.jpg,80527,1.817534,"alien,nuclear,stargate,egyptian mythology,symbiote,ra,goa'uld",58,6.9,Mario Azzopardi,3476.0,PG,2.0,1.0,2009,7,0,0,0,1,0,0,1
539,"[9648, 878, 53]",The X Files,/l3umPrC6vEOhv3yabewqLcRFTLO.jpg,846,2.844923,"bomb,helicopter,secret,obsession,extraterrestrial technology,fbi,space marine,mutation,secret society,secret organization,secret lab,x-files,government",387,6.5,Rob Bowman,88863.0,15,44.0,78.0,1998,6,0,0,0,1,0,0,1
1170,"[28, 80]",Punisher: War Zone,/xrBl7FvGZFicZoMXtlSZ04duTL9.jpg,13056,2.082935,"broken neck,fbi agent,wall safe,trashed house,aerial shot,military dress uniform,vanity,flare,woman director",222,5.7,Lexi Alexander,50956.0,18,90.0,14.0,2008,12,0,0,0,1,0,0,1
1403,"[28, 878, 53]",The One,/baw9Zdb1zJDWs4iJBrmfWKnx62p.jpg,10796,1.993827,dual identity,347,5.6,James Wong,80818.0,15,84.0,11.0,2001,11,0,0,0,1,0,0,1
1880,"[16, 12, 10751, 14]",Legend of the Guardians: The Owls of Ga'Hoole,/mgkRaVtdrOAZT2cFZi9Ihh9QpuL.jpg,41216,1.832396,owl,564,6.5,Zack Snyder,68215.0,PG,7.0,1.0,2010,7,0,1,0,1,0,1,0
237,"[28, 12, 878]",Stargate,/39WsfbB5BshvdbPAYRFXdsjC481.jpg,2164,3.310872,"teleportation,uprising,shot to death,androgyny,space western,outer space,timebomb,death of son,nuclear weapons,invented language,stargate,hieroglyph,egyptian mythology,egyptology",706,6.8,Roland Emmerich,153582.0,PG,30.0,70.0,1994,10,0,0,0,1,0,0,0
267,"[80, 28, 878]",Demolition Man,/k0PN3Ho12cGGIVJW7SCS7apLYaP.jpg,9739,3.24554,"helicopter,martial arts,crime fighter,social control,museum,future,cryogenics,utopia,dystopia,fistfight,police,psychopath,betrayal,shootout,cyberpunk,explosion,violence,foot chase,car chase,warden,prison escape,subterranean,censorship,culture shock,knitting",798,6.3,Marco Brambilla,130006.0,15,66.0,31.0,1993,10,0,0,0,1,0,0,1
3404,"[27, 28, 53, 878]",The Darkest Hour,/vRfn8Zxm4Xfssb7TFiSMDfpJEn.jpg,71469,1.497109,"alien invasion,american abroad,moscow,unlikely heroes,failed business",400,4.7,Chris Gorak,50755.0,12A,47.0,2.0,2011,12,0,0,0,1,0,0,1
2692,"[28, 12, 35]",MacGruber,/4X8eGHtYPnLUQF9l3cb0Aj6IDaU.jpg,37931,1.631595,"aftercreditsstinger,duringcreditsstinger",151,5.1,Jorma Taccone,37094.0,15,15.0,10.0,2010,5,0,0,1,1,0,0,0
6021,"[12, 18]",Moby Dick,/cTeZgHppBEA8JNh3mTXY0wVvXmf.jpg,153013,1.262281,"based on novel,mutiny,whale,tv movie",8,4.3,Mike Barker,1198.0,PG13,8.0,4.0,2010,1,0,0,0,1,0,0,1
1571,"[878, 28, 12]",Babylon 5: The Gathering,/xSMIQLKzTDqyO0fV01Hm4xe8djT.jpg,10942,1.932306,"galaxy,alien life-form,war,killer,space centre",43,6.4,Richard Compton,7183.0,PG,4.0,5.0,1993,2,0,0,0,1,0,0,0
2036,"[35, 12]",Nothing but Trouble,/6gWVNDugHkBlSQSsoe6OmbaFasE.jpg,11933,1.790549,"sheriff,drag queen,small town,broker,wealthy",68,5.1,Dan Aykroyd,18149.0,15,28.0,4.0,1991,2,0,0,1,1,0,0,0
2708,"[12, 28, 878, 53]",Universal Soldier: Regeneration,/rUte3drM3csOqel5OSlwlbjULis.jpg,28510,1.628345,"dynamite,hostage,superhuman,super soldier,massacre,though guy,police car,super strength",99,5.2,John Hyams,22499.0,18,31.0,20.0,2009,10,0,0,0,1,0,0,1
2409,"[28, 12, 35]",The Golden Child,/auDjIWIUob3yKfL78SthUl4Cy4z.jpg,10136,1.694078,"monk,social worker,wretch,tibet,demon,evil,missing person,mysticism,reluctant hero",238,5.6,Michael Ritchie,41852.0,PG-13,50.0,8.0,1986,12,0,0,1,1,0,0,0
1731,"[14, 12, 10751]",The Adventurer: The Curse of the Midas Box,/symtByZWJj0wGsSoKQDKmgiQbce.jpg,227707,1.876709,"london england,based on novel,key,adventure,supernatural,steampunk",61,5.1,Jonathan Newman,4553.0,PG,7.0,13.0,2013,12,0,1,0,1,0,1,0
2734,"[18, 12, 27]",Orca: The Killer Whale,/hvJvQgxoGfcr3k3a2Q7MsSm8U30.jpg,12707,1.621959,"ship,whale,marine biologist,newfoundland,killer whale",53,5.1,Michael Anderson,8312.0,A,4.0,3.0,1977,7,0,0,0,1,0,0,1
6330,"[28, 80]",Redeemer,/nMDddAXy5ABmh0mELpfkUiMiHo5.jpg,289198,1.229314,martial arts,11,4.9,Ernesto Díaz Espinoza,867.0,18,8.0,2.0,2014,9,0,0,0,1,0,0,1
5702,"[28, 18, 37]",The Return of a Man Called Horse,/gXkxRo7yEWY9n4Uvt6gJMt5cTYq.jpg,35200,1.217905,"based on novel,conflict,wild west,sioux tribe,rites of passage,flintlock pistol",6,5.3,Irvin Kershner,1347.0,PG,9.0,1.0,1976,6,0,0,0,1,0,0,1
3077,"[28, 12, 35, 14]",Your Highness,/d0P3WWy3Fc3JuORpdkkHhPrhlVc.jpg,38319,1.553033,"kidnapper,traitor,virgin,prince,princess,revenge,minotaur,knight,dragon,wedding,king,sword and sorcery",411,5.2,David Gordon Green,87532.0,15,48.0,73.0,2011,4,0,0,1,1,0,1,0
2583,"[28, 18, 37]",Giant,/e9PdwBHNgxlhgqUu1o1e53Vk0OR.jpg,1712,1.652873,"hotel,jealousy,judge,texas,wine cellar,restaurant,ranch,senator,funeral,sexism,petrol,from rags to riches,beef,foxhunting,tycoon,maryland,barbecue,birthday party,turkey,pony,riding class",121,7.3,George Stevens,27527.0,G,6.0,1.0,1956,10,0,0,0,1,0,0,1
4450,"[28, 12, 35]",Allan Quatermain and the Lost City of Gold,/ncZ5s2GO3ABZQaS6JvZSSx0PtLj.jpg,9710,1.32755,"brother brother relationship,africa,riddle,gold,treasure,treasure hunt,goldmine,archaeologist,missing person,archeology ,allan quatermain",50,4.5,Gary Nelson,7315.0,PG,32.0,17.0,1986,12,0,0,1,1,0,0,0
406,"[28, 35]",Ride Along,/fLXPcxZ1fJjxqUg94FFb8wwM9YN.jpg,168530,3.015794,"police operation,police officer,brother-in-law brother-in-law relationship,duringcreditsstinger,black men",733,6.1,Tim Story,81914.0,12A,94.0,12.0,2014,1,0,0,1,1,0,0,0
5014,"[35, 10749]","What's Up, Doc?",/x1rkdx7qQKC8lTqlM7EwkmDSXd8.jpg,6949,1.277678,"san francisco,chaos",58,7.1,Peter Bogdanovich,14998.0,G,31.0,1.0,1972,3,1,0,1,0,0,0,0
5960,[35],S.P.Q.R. - 2000 e ½ anni fa,/mk2eFoVG2yz28hxWUyPUu5RpQSK.jpg,11334,1.268034,"corruption,staatsanwältin,plan,ancient rome,illegal prostitution",39,4.6,Carlo Vanzina,1232.0,T,1.0,4.0,1994,12,0,0,1,0,0,0,0
3144,"[10749, 35]",The Fortune Cookie,/4iaGyJk2OHx6ilNUyymuG61MnHR.jpg,1888,1.539665,"usa,american football,brother-in-law,wheelchair,honesty,cinematographer,insurance fraud,shadowing,fortune cookie,ex-wife",36,6.9,Billy Wilder,9691.0,Approved,3.0,1.0,1966,10,1,0,1,0,0,0,0
1507,"[35, 18, 10749]",It Could Happen to You,/4SSjiAa592zTqko7hHdKcj5d5cS.jpg,10660,1.952986,"waitress,cop,lottery ticket,winning lottery",119,6.2,Andrew Bergman,28827.0,PG,22.0,2.0,1994,7,1,0,1,0,0,0,1
714,[35],"Dude, Where’s My Car?",/3KoZiWlgvmeDYiLk9oOMpEvZThb.jpg,8859,2.649224,"dude,amnesia,idiot,auto,friendship,cannabis,hangover,spoof,drug,teenager,alcohol abuse,celebration,car,duringcreditsstinger,child",391,5.2,Danny Leiner,119873.0,15,23.0,12.0,2000,12,0,0,1,0,0,0,0
5360,"[35, 18]",The Sapphires,/h7zn7Sf0Jl6mFZjGj4TCHjSJj6T.jpg,110146,1.248258,"vietnam war,musical,biography,based on true story,girl group,indigenous australians,australian aborigine,mother child separation,stolen generation",64,6.5,Wayne Blair,10939.0,PG,7.0,1.0,2012,8,0,0,1,0,0,0,1
4066,"[37, 35]",Catlow,/KLnrKpYml580UKhZjuqfQxF8OC.jpg,75130,1.378372,"apache,outlaw,ranchers",4,3.9,Sam Wanamaker,722.0,GP,2.0,1.0,1971,10,0,0,1,0,0,0,0
3583,"[35, 37]",Casa De Mi Padre,/fC4VJMxfgahu3TGdEZNdpQ2CiLs.jpg,80304,1.467305,"mexico,organized crime,drug lord,padre,aftercreditsstinger,duringcreditsstinger",83,5.4,Matt Piedmont,17725.0,15,35.0,2.0,2012,3,0,0,1,0,0,0,0
323,[35],Entourage,/lR4dwcfgCBMklKjiQXuFzRM3gfl.jpg,188222,3.125412,"friendship,hollywood,movie star,entourage",427,6.2,Doug Ellin,63992.0,15,25.0,2.0,2015,6,0,0,1,0,0,0,0
136,[35],Let's Be Cops,/8GVU8AaYpxiIS462SZgAtjh02pm.jpg,193893,3.547129,"corruption,robbery,nightclub,male friendship,investigation,police,party,murder,kidnapping,mobster,los angeles,lying,impersonating a police officer,flashback",1044,6.4,Luke Greenfield,112059.0,15,42.0,7.0,2014,8,0,0,1,0,0,0,0
5647,"[28, 12, 35]",The Dukes of Hazzard: The Beginning,/jQ4Wy0Fj6RYikr0xLa4g2aVNFcm.jpg,19580,1.222154,prequel,41,4.9,Robert Berlinger,4151.0,PG-13,21.0,7.0,2007,3,0,0,1,1,0,0,0
720,[35],Major League II,/yTKCbUU67aHmqqy7ZiPvpPLiYvE.jpg,11067,2.646547,"baseball,sport,sequel,sports league",69,5.2,David S. Ward,21190.0,PG,9.0,3.0,1994,3,0,0,1,0,0,0,0
2569,"[18, 35]",Swing Vote,/rdFvFBm7POklOuXnnM8cMVHgpH5.jpg,10187,1.655631,"u.s. president,president elections,fox news",55,5.7,Joshua Michael Stern,15483.0,12A,5.0,4.0,2008,8,0,0,1,0,0,0,1
2751,[35],Kindergarten Cop,/7NkSMYuyVamvCnM5mYD6FkD59Wu.jpg,951,1.617131,"crime fighter,cook,drug dealer,dying and death,kindergarten,kiss,police,teacher,children education",484,5.8,Ivan Reitman,112414.0,PG-13,26.0,6.0,1990,12,0,0,1,0,0,0,0
3475,"[35, 80]",Oh Marbella,/vlD3EvvuviVGGd5SFpX5xWNim1O.jpg,2358,1.484158,"nudist camp,heat,marbella",0,0.0,Piers Ashworth,109.0,15,1.0,1.0,2003,1,0,0,1,0,0,0,1
3694,[35],Special Correspondents,/v7S9RlVKbv1ZtkGgPi6XeJm4QAj.jpg,355008,1.452003,"reporter,con game",126,5.6,Ricky Gervais,12569.0,18,13.0,2.0,2016,4,0,0,1,0,0,0,0
3421,"[35, 80]",Half Baked,/rC95hS4k5mGJn7q0zNKEUewziMR.jpg,9490,1.493701,"smoking,company,marijuana,drug,woman director",149,6.3,Tamra Davis,49884.0,18,4.0,4.0,1998,1,0,0,1,0,0,0,1
1961,[35],The Five-Year Engagement,/202Je4e793JH11Ce4JoAwuzCRZ0.jpg,72207,1.811288,"sex,san francisco,restaurant,frustration,chase,offer,engagement,love,psychologist,wedding,proposal,chef,ceremony,englishwoman,ring,unemployed",389,5.7,Nicholas Stoller,81589.0,15,9.0,8.0,2012,4,0,0,1,0,0,0,0
4963,"[35, 18, 10751]",Camp Nowhere,/uELKpT3tXjOUe8FRrvcOQJE2pm3.jpg,17745,1.281889,"parents kids relationship,cutting the cord,con man,summer camp",31,5.5,Jonathan Prince,7533.0,PG,14.0,2.0,1994,8,0,1,1,0,0,0,1
1260,"[35, 10749]",Playing for Keeps,/eOBekVFBGK4TwETQSwfuk22B41o.jpg,77875,2.043154,"field,athlete,soccer,parent,penalty kick",203,5.4,Gabriele Muccino,25095.0,12A,6.0,4.0,2012,11,1,0,1,0,0,0,0
5958,[35],29th Street,/nFq0GQ1OBRAeTn2nQ9H3P3bj9aw.jpg,43267,1.268164,independent film,3,7.0,George Gallo,2122.0,15,14.0,3.0,1991,11,0,0,1,0,0,0,0
4902,"[35, 18]",I Served the King of England,/pfMl5gm7bmPnuhnjzhKiJ0sTRFG.jpg,12555,1.285735,"expensive restaurant,luxury,adolf hitler,prague,sudetendeutsch,little boy,nazi germany",17,7.0,Jirí Menzel,6429.0,18,9.0,5.0,2006,12,0,0,1,0,0,0,1
1190,"[35, 37]",Blazing Saddles,/yccgwPNVaqtgS1d0U5jjM6Mnza8.jpg,11072,2.072779,"gun,saloon,governor,marching band,comedy,western,spoof,interrupted hanging,railroad,western town,western spoof,ceremony,frontier town,looking at the camera,saloon girl,movie reality crossover,nietzsche,coot,cowboy hat,self-referential,female singer",496,7.1,Mel Brooks,102035.0,R,80.0,1.0,1974,2,0,0,1,0,0,0,0
6262,"[35, 10751, 10749]",Elsa & Fred,/1ywJCmk03SWFSIwKm4A61PYPnAN.jpg,268171,1.23753,widower,23,6.3,Michael Radford,2250.0,12,9.0,3.0,2014,3,1,1,1,0,0,0,0
3188,"[35, 80, 53]",Family Plot,/m4iUOVZF0V5j7iKZjFgxtmWaNh3.jpg,5854,1.53328,"fortune teller,kidnapper,false identity,heir,spiritualist",76,6.8,Alfred Hitchcock,16181.0,TV-G,3.0,1.0,1976,4,0,0,1,0,0,0,1
4298,[35],The Ringer,/AuqPA96KfZBjiFoBotMiDQ9mdOL.jpg,9927,1.34469,"operation,lawnmower,loser,finger,sport,uncle,special olympics",87,5.6,Barry W. Blaustein,31907.0,12A,8.0,2.0,2005,12,0,0,1,0,0,0,0
5111,"[18, 35]",Cemetery Junction,/egi9bmsdvfuZCZXW2BsiChaek6t.jpg,36801,1.268834,"england,1970s,factory,friends,salesman,coming of age,life insurance,working class,father daughter relationship,childhood friends",60,6.7,Ricky Gervais,18047.0,15,13.0,4.0,2010,4,0,0,1,0,0,0,1
889,[35],Fun with Dick and Jane,/pja5sDJEmh7EBJ5scx5qp6N9Fqw.jpg,7552,2.202052,"based on novel,desperation,robber,hold-up robbery,remake,suburbia,loss of job,humiliation,unemployment,bankruptcy,travel agent,riches to rags,bearer bonds,comeuppance",497,5.9,Dean Parisot,114645.0,12A,45.0,8.0,2005,12,0,0,1,0,0,0,0
4004,"[28, 35]",Spy Hard,/rYIqre2VJvykvXuQSVC0D3Hs4LU.jpg,10535,1.384566,"atomic bomb,spoof,james bond spoof",107,4.9,Rick Friedberg,30734.0,PG,72.0,18.0,1996,5,0,0,1,1,0,0,0
530,[35],American Reunion,/yfOZaUh08d1YtLCtgvfRRAssrR7.jpg,71552,2.854486,"wife husband relationship,lesbian kiss,sequel,family reunion,masturbation,homosexual,scat,high school reunion,quitting a job,milf,duringcreditsstinger",1358,6.0,Jon Hurwitz,177722.0,15,19.0,5.0,2012,4,0,0,1,0,0,0,0
832,"[28, 35, 80]",Beverly Hills Cop,/s7n0rS2Ff85SuSpqYG3ndkmdQf4.jpg,90,2.545801,"california,showdown,undercover,strip club,investigation,weapon,police,smuggling,swimming pool,gunfight,mansion,los angeles,foot chase,art gallery,car chase,warehouse,beverly hills,buddy comedy,country club,maverick cop,detroit michigan,damsel in distress,bar fight",745,6.8,Martin Brest,132782.0,R,29.0,1.0,1984,11,0,0,1,1,0,0,1
5735,[35],High School High,/8KlvHpAoNoYx3xawMQRnzy16uk.jpg,9308,1.215814,"high school,school,spoof,los angeles",41,5.6,Hart Bochner,11118.0,15,45.0,2.0,1996,10,0,0,1,0,0,0,0
88,"[35, 10751, 14]",The Addams Family,/ajiQj0jbacMAmPxDU3fP9TeIfTi.jpg,2907,3.702949,"dead wish,vampire,black humor,uncle,eccentric,werewolf,macabre,loan shark,accountant",589,6.7,Barry Sonnenfeld,101567.0,PG,12.0,15.0,1991,11,0,1,1,0,0,1,0
2513,"[35, 18]",Little White Lies,/zTi0FYTvkS6ZAPrR4LisJVXJOlh.jpg,48034,1.668462,"american football,country house,motorboat,male female relationship,thirty something,beach house,organic food,weasel,group of friends,reprimand,declaration of love,parent child relationship,texting,low tide,forced,interrupted vacation,osteopath,reference to tina turner,virtual sex,lovesick",283,7.1,Guillaume Canet,19483.0,15,2.0,4.0,2010,10,0,0,1,0,0,0,1
4944,[35],S.O.B.,/sEsFSibp82xudFclXnp0hpmcYDu.jpg,27225,1.283016,"flop,hollywood",19,6.0,Blake Edwards,4397.0,AA,13.0,3.0,1981,7,0,0,1,0,0,0,0
4526,[35],The Jerk,/wb6mB6R9vscPhyAegbbNDFZUAIs.jpg,6471,1.320359,"wild comedy,blow,neominstrelsy,phone book,sharecropper,tennis court",229,7.0,Carl Reiner,44456.0,R,9.0,1.0,1979,12,0,0,1,0,0,0,0
2724,[35],American Pie Presents: The Book of Love,/hOcgDwslaaMhBLa3x8WyGYZUVO4.jpg,26123,1.625317,"high school,teenager,teen comedy,teenage sexuality,virginity",324,5.1,John Putch,35196.0,18,11.0,3.0,2009,6,0,0,1,0,0,0,0
