,genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,month,decade,group5,group4,group7,group6,group1,group3,group2
5530,"[14, 35, 878, 10749]",Mannequin Two: On the Move,/z6teD70HPptwH1HwVsIRPvVHF4G.jpg,34376,1.230418,"foreigner,department store,magic,mannequin,prince,hot air balloon,time travel,sword fight,chase scene,credit card,sorcerer,spell,dating,fashion,disguise,pop music,makeover,security guard,dance club,gay character,videotape,shirtless men,eating out,making breakfast scene,heroic rescue,pink cadillac,shopping montage",18,5.1,Stewart Raffill,4801.0,PG,22.0,3.0,1,8,1,0,1,1,0,1,0
5531,"[18, 10751, 14]",Avalon High,/p5B1C53bYRZajuMx5HcOZOMdi1w.jpg,50479,1.230411,"prophecy,camelot,reincarnation,high school,king arthur,teen movie,teenager,based on young adult book",102,5.6,Stuart Gillard,4070.0,PG,21.0,1.0,11,10,0,1,0,0,0,1,1
5532,"[35, 53, 28, 18]",Salvation Boulevard,/dAJtpuXdJIIVPE6NnMNzchXpSlL.jpg,51995,1.230343,"pastor,church service,spirituality,religion",26,5.6,George Ratliff,3905.0,18,6.0,4.0,7,10,0,0,1,1,0,0,1
5533,"[18, 12]",On Guard,/fNSHA2bfFYXaTK5Sb15OTzZxEkH.jpg,40815,1.230336,"assassination,based on novel,bodyguard,cousin,greed,father,marriage,revenge,murder,betrayal,older man younger woman relationship,false accusations,disguise,swashbuckler,hunchback",23,6.5,Philippe de Broca,2790.0,12,20.0,1.0,12,8,0,0,0,1,0,0,1
5534,"[53, 35]",The Substitute,/hJWs1jKsYSvRPhm3fZSaiN9anwc.jpg,12416,1.230198,"denmark,alien,teachers and students",14,5.7,Ole Bornedal,2788.0,12,4.0,1.0,3,9,0,0,1,0,0,0,1
5535,"[35, 27]",Transylvania 6-5000,/a0wVqMVeTEDwTMmeSbrQAFr4EBl.jpg,25133,1.230148,"transylvania,frankenstein,female vampire",20,4.8,Rudy De Luca,5164.0,PG,2.0,4.0,11,7,0,0,1,0,0,0,1
5536,"[12, 10749, 37]",Across the Wide Missouri,/vpwcrPOCGEoM23uQmhFjJ724CLB.jpg,34269,1.230122,"montana,trapper",7,4.9,William A. Wellman,1427.0,PG,16.0,1.0,10,4,1,0,0,1,0,0,0
5537,"[18, 10749]",To Gillian on Her 37th Birthday,/f0n7yAcN5JT3BRhmuUaG22axVBY.jpg,30500,1.230048,"beach,grief",11,5.2,Michael Pressman,4133.0,12,5.0,5.0,10,8,1,0,0,0,0,0,1
5538,"[878, 28, 14]",The Mighty Peking Man,/nRVrv8FyuVjK6BW9jGsYpKQQI23.jpg,42230,1.230022,gorilla,10,4.8,Meng Hua Ho,1189.0,PG,1.0,4.0,8,6,0,0,0,1,0,1,0
5539,"[10769, 53]",Wolf,/n6jPhE0PFJviyRfHyBwpy9a967M.jpg,36610,1.229855,"secret agent,eta,infiltration,terrorism",16,5.9,Miguel Courtois,2981.0,15,7.0,2.0,11,9,0,0,0,0,0,0,1
5540,[18],Sunchaser,/8b7rrZx50M0mhmRFlY2zXl6Kk7N.jpg,38191,1.229773,"navajo,kidnapping,oncologist",7,6.0,Michael Cimino,3008.0,15,26.0,1.0,5,8,0,0,0,0,0,0,1
5541,[18],Chromophobia,/mHpK2HfiTFD1s6Voq1HDMB6ggGd.jpg,17086,1.229763,woman director,8,5.3,Martha Fiennes,1750.0,15,1.0,1.0,1,9,0,0,0,0,0,0,1
5542,"[35, 10751]",Bad News Bears,/25zNjE9CCnLQNnUchBAsVLFiPOL.jpg,13341,1.229681,"baseball,sport,little league",60,5.6,Richard Linklater,17964.0,15,29.0,2.0,7,9,0,1,1,0,0,0,0
5543,"[35, 18]",Friday After Next,/pB49Sg3v247oHFPNvQLJDiX4OgA.jpg,10426,1.229645,"guard,shopping mall,thief,drug",81,6.0,Marcus Raboy,20493.0,15,15.0,1.0,11,9,0,0,1,0,0,0,1
5544,"[35, 18, 10752]",More American Graffiti,/bI5occnKoGLwBdGg6AgTbYb2YTi.jpg,33258,1.229428,"mine,vietnam,smoking marijuana",14,4.9,Bill Norton,3250.0,12,4.0,1.0,8,6,0,0,1,0,1,0,1
5545,"[53, 27]",Preservation,/6S4TjFdorWt9xLoAVarF5Ist4BW.jpg,265019,1.229382,"woods,survival",59,4.8,Christopher Denham,4214.0,18,5.0,1.0,8,10,0,0,0,0,0,0,1
5546,"[27, 18, 53]",Dread,/6W3d0ZruFVlJpen27xSoAmx0GuO.jpg,26587,1.229237,"nightmare,primal fear",56,5.7,Anthony DiBlasi,10513.0,18,4.0,13.0,7,9,0,0,0,0,0,0,1
5547,[28],Sacrifice,/oFIJ0274BZRM7cJErvogXGFvY4R.jpg,56913,1.229032,"drug traffic,cop",18,5.0,Damian Lee,2136.0,15,15.0,3.0,4,10,0,0,0,1,0,0,0
5548,[35],The Onion Movie,/5VIKdXMoyrTcCq4fe4ZUpeeJ1o.jpg,14771,1.229013,"satire,sketch,cult comedy,comedy team,screwball comedy,d&d",39,6.1,Tom Kuntz,14027.0,15,22.0,1.0,5,9,0,0,1,0,0,0,0
5549,"[14, 35, 10751, 12]",Herbie Goes Bananas,/wopSyv8aYHpoAYyJtU5pwwvRsgW.jpg,12129,1.228953,"counterfeiting ring,the love bug",38,5.4,Vincent McEveety,4070.0,U,13.0,8.0,6,7,0,1,1,1,0,1,0
5550,"[10770, 28, 53]",Death Train,/79kWYaRdHoCRTn6Hzi8GhxHMRjU.jpg,20435,1.228924,"general,mercenary,train,scientist,soviet,russian scientist,death train",15,4.4,David Jackson,2767.0,15,6.0,5.0,4,8,0,0,0,1,0,0,1
5551,"[14, 18, 9648]",Youth Without Youth,/zjLlV2UkqLwIQrauT9Nhw5LdgQI.jpg,7797,1.228893,"fountain of youth,nepal,soulmates,dual identity,lightning,age difference,identity,secret identity,amnesia,new love,love of one's life,new identity,lovers,multiple character,aging,geneva,bern,genius,partnership,ewige jugend,malta,car crash,crush,hospital,doctor,gestapo,psychopathy,mirror,parallel universe,romania,old people",36,6.5,Francis Ford Coppola,11667.0,15,4.0,1.0,11,9,0,0,0,0,0,1,1
5552,"[35, 18]",I Hope They Serve Beer in Hell,/xBkUKAZRWnDkQ7VKJ8ouFcHOoIx.jpg,30128,1.228789,"female nudity,based on novel,stripper,flop,dark comedy,aftercreditsstinger",16,5.8,Bob Gosse,7546.0,18,4.0,2.0,9,9,0,0,1,0,0,0,1
5553,"[35, 80, 18, 53]",Clay Pigeons,/titlFNXp9nATuiyOr0Q3QCKW7IW.jpg,26618,1.228708,"small town,fbi,widow,murder,independent film,serial killer",30,6.3,David Dobkin,9629.0,15,2.0,4.0,9,8,0,0,1,0,0,0,1
5554,"[18, 10749]",Glitter,/mEaL4oSSdmYH6tqMsAyO8C7BkGg.jpg,10696,1.228622,"talent,career woman,talent show,movie star",29,3.0,Vondie Curtis-Hall,19786.0,PG,2.0,3.0,9,9,1,0,0,0,0,0,1
5555,"[35, 18, 10749]",Untamed Heart,/nqwjTYu6Zt1kCG2B1PuDSK782AS.jpg,26333,1.228605,"love,tragedy,orphan,baboon",39,6.5,Tony Bill,10576.0,15,4.0,5.0,2,8,1,0,1,0,0,0,1
5556,"[80, 18]",Brute Force,/zrygQLb2ehdhXeUJZrVtnC0LCmd.jpg,28297,1.228585,"prison cell,prison guard,prison riot,film noir",31,7.1,Jules Dassin,6811.0,15,1.0,1.0,6,3,0,0,0,0,0,0,1
5557,"[28, 12, 53]",Titanic 2,/tUSMxX60DGkTIoiDnUNNrJLtP3t.jpg,44918,1.22853,suspense,42,3.0,Shane Van Dyke,9017.0,PG,8.0,1.0,8,10,0,0,0,1,0,0,1
5558,[35],The Flying Deuces,/gjugMKyHkcFNFNe6KEAtKnbhy6i.jpg,22999,1.228367,"foreign legion,escape,desertion",16,6.4,A. Edward Sutherland,3619.0,PG,1.0,1.0,10,2,0,0,1,0,0,0,0
5559,"[35, 18, 36]",The Lucky Ones,/maTnxwsVodO3j2sXOta4aQk5wKt.jpg,16005,1.228339,"friendship,war,road trip,independent film,soldier",49,6.3,Neil Burger,12032.0,15,8.0,3.0,9,9,0,0,1,0,1,0,1
5560,"[10749, 18]",Kissed,/hB4ghYHSZ3y2ItB0EohQEtADqKD.jpg,21626,1.228206,"necrophilia,woman director",16,6.9,Lynne Stopkewich,3144.0,18,2.0,1.0,9,8,1,0,0,0,0,0,1
5561,"[27, 14]",The Gorgon,/55OXNIl9zxi881AaJ0lrPwvocF5.jpg,28667,1.227952,"legend,hammer horror,gorgon",30,6.3,Terence Fisher,3713.0,PG,2.0,2.0,10,5,0,0,0,0,0,1,1
5562,[35],Breakfast of Champions,/oOEkGtAcysCV1pJAB3qFlOG76hj.jpg,12479,1.227939,"wife husband relationship,success,author,extramarital affair",20,5.3,Alan Rudolph,7011.0,15,4.0,3.0,2,8,0,0,1,0,0,0,0
5563,"[18, 35]",Our Day Will Come,/nH8giIFDSj772k80Mz9yRglRniD.jpg,50365,1.227642,"france,bully,blood,ireland",34,6.7,Romain Gavras,3130.0,18,9.0,7.0,9,10,0,0,1,0,0,0,1
5564,[18],The Mudge Boy,/6D2klXEmVeMCsWeK5MvEXM4E9hN.jpg,26899,1.227593,"chicken,bullying,rape of a male,misfit,homosexuality,independent film,coming of age,gay sex",17,7.2,Michael Burke,3615.0,15,2.0,3.0,1,9,0,0,0,0,0,0,1
5565,[18],Lords of Dogtown,/k1WjRObfqZV7EfmhsnUmhx88EAa.jpg,9787,1.227451,"skateboarding,success,independent film,woman director",167,7.0,Catherine Hardwicke,45339.0,12,40.0,6.0,6,9,0,0,0,0,0,0,1
5566,"[35, 18]",Herr Lehmann,/cQpVHSuUz8M0N2zXwsTjKCEXiGZ.jpg,4326,1.227415,kreuzberg,25,6.7,Leander Haußmann,5622.0,12,3.0,6.0,10,9,0,0,1,0,0,0,1
5567,"[28, 27, 53]",Amsterdamned,/3Z87pn47KCYnw3dpnIsjSfMG17W.jpg,2093,1.227398,psycho killer,21,5.4,Dick Maas,5424.0,R,21.0,6.0,2,7,0,0,0,1,0,0,1
5568,"[28, 878]",Hands of Steel,/ejwl0vQQJ1WFh7ek4CSubscGXMV.jpg,67221,1.227385,"cyborg,martial arts,post-apocalyptic,fistfight,shootout,decapitation,violence,exploding car",14,4.8,Sergio Martino,1299.0,R,2.0,5.0,3,7,0,0,0,1,0,0,0
5569,[35],"Surfer, Dude",/d7s85Noo8IEU5ZbVWZbHWaSu5B4.jpg,13827,1.22726,"surfing,sport",20,4.7,S.R. Bindler,7559.0,15,7.0,1.0,9,9,0,0,1,0,0,0,0
5570,"[14, 18, 27, 35]",Cemetery Man,/p1Mwuw6Vmkl8tDAfkiUxCZUF33t.jpg,21588,1.227165,"insanity,undead,grim reaper,zombie,macabre,grotesque",81,7.2,Michele Soavi,16733.0,18,8.0,7.0,3,8,0,0,1,0,0,1,1
5571,[27],Twins of Evil,/n2S9eqZ7d6AsN82OWPii7SjqRep.jpg,28801,1.227062,"virgin,castle,vampire,hammer horror",29,6.8,John Hough,3310.0,R,1.0,2.0,10,6,0,0,0,0,0,0,1
5572,"[28, 12, 80, 53]",Mr. Majestyk,/y6vy91TC7hRQ0vilLradF8oVY2x.jpg,26173,1.227053,"1970s,immigrant,revenge,organized crime,mobster",23,6.9,Richard Fleischer,5561.0,PG,6.0,1.0,7,6,0,0,0,1,0,0,1
5573,"[35, 10402, 10749]",Victor/Victoria,/kiB5oPYSyNXkAE0ttYjUMg49tX1.jpg,12614,1.226977,"cabaret,musical,cross dresser",66,6.7,Blake Edwards,15957.0,PG,17.0,7.0,4,7,1,0,1,0,0,0,0
5574,"[35, 10749]",Labor Pains,/wbv9iqbjVrSYJ5PaPpVSrOGEosu.jpg,19794,1.226924,"coworker relationship,lying,woman director,publisher,publishing house,fake pregnancy,workplace romance",106,5.2,Lara Shapiro,9246.0,12,5.0,1.0,7,9,1,0,1,0,0,0,0
5575,"[28, 35]",Crime Spree,/zwXFCUS7H0Z90ekYVnnpjgZPEQ2.jpg,6277,1.226872,"gangster boss,hoodlum",19,6.2,Brad Mirman,4840.0,15,16.0,1.0,4,9,0,0,1,1,0,0,0
5576,"[878, 12]",Battlestar Galactica,/8GOAk4yKoj8PNFC9kP9LkqByumo.jpg,148980,1.226831,"space battle,space,edited from tv series,sensurround",38,6.5,Richard A. Colla,6549.0,PG,2.0,4.0,9,6,0,0,0,1,0,0,0
5577,[27],Dark Prince: The True Story of Dracula,/5UjzcnwK13tXohaWN9Z2YcR5m1g.jpg,26245,1.226788,dracula,14,5.9,Joe Chappelle,2079.0,15,25.0,3.0,10,9,0,0,0,0,0,0,1
5578,[27],He Knows You're Alone,/zMxrUUWWDDJ8XdWp4ZFqs1Kppou.jpg,65262,1.22676,"bride,stalker,serial killer",12,5.2,Armand Mastroianni,2270.0,R,1.0,1.0,9,7,0,0,0,0,0,0,1
5579,"[35, 10749]",Guess Who,/edxlUrSaeVYkG1VfQlceXcWeRdR.jpg,11638,1.226451,"black people,jealousy,parents-in-law,trouble,fiancée",175,5.5,Kevin Rodney Sullivan,34821.0,12,23.0,4.0,3,9,1,0,1,0,0,0,0
5580,"[80, 18, 9648]",Bordertown,/ntuF3UprPheWI8Grt1dhaZXCdxP.jpg,4351,1.226425,"corruption,rape,journalist,threat to death,cuidad juarez,buried alive,suspense",45,6.2,Gregory Nava,8715.0,18,14.0,13.0,5,9,0,0,0,0,0,0,1
5581,"[18, 27, 878]",The Collapsed,/lV32d4yCuvm1yamHyHBU7F2oBcW.jpg,111901,1.226406,"end of the world,survival,virus",10,3.3,Justin McConnell,854.0,15,1.0,2.0,7,10,0,0,0,1,0,0,1
5582,"[35, 18, 10749]",Man About Town,/nvY0Sb9MXmVLNgLNm9Qbo3q4EWX.jpg,9784,1.22635,"talent-scout,independent film",37,5.1,Mike Binder,6604.0,15,15.0,4.0,6,9,1,0,1,0,0,0,1
5583,"[18, 10402, 10749]",A Star Is Born,/A00tHQNp4p2onfKo9m5lJnqfqwk.jpg,19610,1.22624,"rock star,romance,fame",20,5.8,Frank Pierson,5307.0,R,4.0,1.0,12,6,1,0,0,0,0,0,1
5584,"[18, 878]",Happy End,/aKCB3bf3hVLjMl6nWP5RRR3Jr8F.jpg,51866,1.226131,"poison,nudity,french,shelter,war,vacation,apocalypse,contamination,virus",10,5.3,Arnaud Larrieu,740.0,12,3.0,5.0,8,9,0,0,0,1,0,0,1
5585,[18],How She Move,/oRH3uVN8FwKOFJBJC8F4Wf8Ogge.jpg,16988,1.226091,"black people,loss of sister,dance,stepping",5,3.4,Ian Iqbal Rashid,4651.0,12,2.0,8.0,1,9,0,0,0,0,0,0,1
5586,[35],Strange Wilderness,/iiwrIF8E0Q9lITeo949FuyU8Roe.jpg,14220,1.226015,"tv show,bigfoot",59,4.7,Fred Wolf,19107.0,15,15.0,2.0,2,9,0,0,1,0,0,0,0
5587,"[27, 53]",Aftershock,/nCeWtzaWpXCHz6NsK1TOvVJhpAO.jpg,123103,1.225994,"rape,earthquake,natural disaster,tsunami",88,5.3,Nicolás López,9104.0,18,8.0,1.0,9,10,0,0,0,0,0,0,1
5588,"[18, 10749]",William & Kate,/weW4NplCZISfNodRfOl08Fysk57.jpg,62796,1.225944,"royal family,british,love,royalty,royal court,united kingdom,young love,young couple",28,5.7,Mark Rosman,2320.0,15,1.0,1.0,4,10,1,0,0,0,0,0,1
5589,"[28, 35]",B.A.P.S.,/kdAJ4Q5uE1I8KhiJnoc3HvESynE.jpg,18423,1.225651,"burglar,restaurant,millionaire,guilt,irreverence,nephew",9,3.8,Robert Townsend,2929.0,15,10.0,4.0,3,8,0,0,1,1,0,0,0
5590,"[53, 18, 9648, 80]",Archangel,/6HMJLStFTjjX5L83IRyOjStbKv8.jpg,31446,1.225614,"joseph stalin,drama",11,4.5,Jon Jones,4076.0,15,6.0,3.0,3,9,0,0,0,0,0,0,1
5591,"[18, 35, 28]",What to Do in Case of Fire?,/mwArzIF6kOjBUM1CyfvQOBvdpTc.jpg,5261,1.225607,"berlin,bomb,kreuzberg,squatter,childhood friends",11,6.1,Gregor Schnitzler,3233.0,15,10.0,5.0,11,9,0,0,1,1,0,0,1
5592,"[878, 28, 35, 27]",The Toxic Avenger,/z9RHyAvshVHgJE5Qe7Iu3EmxFgU.jpg,15239,1.22551,"corruption,mayor,anti hero,sadism,toxic waste,movie reference,person on fire,t shirt,workout,health club,rabid anger,disfigured face,superhero spoof,strong man,car run over,shock humor",89,6.4,Michael Herz,20114.0,Unrated,12.0,1.0,5,7,0,0,1,1,0,0,1
5593,"[27, 53]",YellowBrickRoad,/nQxH7ZwkdDQ84WUhg8vI57nWrG9.jpg,47386,1.225374,"new hampshire,woods,new england",39,5.0,Jesse Holland,4811.0,15,1.0,4.0,1,10,0,0,0,0,0,0,1
5594,"[35, 18, 10751]",Parenthood,/yHctYQeDL9AcuK79rY1dEgrcPVf.jpg,1552,1.225367,"parents kids relationship,kids",136,6.5,Ron Howard,36951.0,12,13.0,2.0,7,7,0,1,1,0,0,0,1
5595,"[28, 12, 878, 35]",Drive,/zdlL3ROrZaYP98beN5f1OnOwIls.jpg,25571,1.225167,"electromagnetic pulse,virtual reality,independent film,boarding house,boat chase,best friend,golden gate bridge,chainsaw,reverse footage",20,6.9,Steve Wang,4410.0,18,22.0,2.0,8,8,0,0,1,1,0,0,0
5596,"[18, 10752]",PT 109,/t4YlXygBb3YfN5y7Ffcx8lzWIlQ.jpg,27858,1.22502,"john f. kennedy,pt boat",1,7.0,Leslie H. Martinson,1785.0,U,4.0,3.0,6,5,0,0,0,0,1,0,1
5597,[27],The Moth Diaries,/lFWcxNFzoKXq7SCIhmD65ApeUA6.jpg,91549,1.224916,"vampire,school,school girl,woman director,new girl at school",28,4.8,Mary Harron,5506.0,15,5.0,4.0,9,10,0,0,0,0,0,0,1
5598,"[28, 35, 18, 878]",Project X,/lYpFgtaUsu1e9yeWWutO9Sa01TB.jpg,18410,1.22473,chimp,59,6.1,Jonathan Kaplan,8668.0,PG,3.0,4.0,4,7,0,0,1,1,0,0,1
5599,"[18, 35, 14]",Being Human,/eFf8wEH273Bij2O9d9LCLDu4fdU.jpg,46924,1.224523,"success,medieval times,struggle",10,5.4,Bill Forsyth,3379.0,15,14.0,5.0,5,8,0,0,1,0,0,1,1
5600,"[27, 878]",Behemoth,/gunrDJMMeGhSUHN1zzdL9kPpdoL.jpg,55248,1.224481,"creature,scientist,geologist,mysterious,mountain",12,4.2,W.D. Hogan,1224.0,15,9.0,4.0,1,10,0,0,0,1,0,0,1
5601,[35],Up the Creek,/d7y7uUnQYEUmQdR6R0xnELoQlbG.jpg,28692,1.224471,"female nudity,river,nudity,teen movie,university,raft,race",14,6.3,Robert Butler,2287.0,R,19.0,6.0,4,7,0,0,1,0,0,0,0
5602,"[28, 12, 18, 36, 10752]",Saints and Soldiers,/9sN1aakDUwUuL8Es317toWiF3ez.jpg,10105,1.224389,"winter,belgium,world war ii,nazis,bravery,ardennen,slaughter,nazi germany,soldier",72,6.6,Ryan Little,18234.0,12,6.0,5.0,9,9,0,0,0,1,1,0,1
5603,"[10770, 18, 27]",Carrie,/nlHBrnYsrMeZpU4F5lqwWPx4AqQ.jpg,7342,1.224347,"becoming an adult,puberty",73,5.4,David Carson,8012.0,15,11.0,4.0,11,9,0,0,0,0,0,0,1
5604,"[18, 10749]",An Officer and a Gentleman,/1fveHeEaOpGW91ZM4ViT0Jviuak.jpg,2623,1.224278,"love of one's life,navy,officer",158,6.6,Taylor Hackford,39685.0,R,3.0,1.0,7,7,1,0,0,0,0,0,1
5605,"[80, 18, 28, 53, 878]",TEKKEN,/jFhn4Xbfh5zxCw1UYctFpspxoUe.jpg,42194,1.224274,"martial arts,dystopia,based on video game,martial arts tournament",138,5.0,Dwight H. Little,23129.0,R,28.0,7.0,3,10,0,0,0,1,0,0,1
5606,[27],Leprechaun: Origins,/rDMP96zoVQiuSXZTagmDoGpsGgG.jpg,126172,1.224166,"prequel,leprechaun",52,3.8,Zach Lipovsky,3526.0,18,1.0,1.0,8,10,0,0,0,0,0,0,1
5607,"[18, 878, 53]",Sleep Dealer,/do9eyhkg0SS8NynDIvag32nP7cA.jpg,20764,1.224131,"virtual reality,dystopia,moral conflict,lonelyness,computer,water shortage,teacher",33,6.0,Alex Rivera,5839.0,15,1.0,1.0,12,9,0,0,0,1,0,0,1
5608,"[27, 35]",Night of the Living Dorks,/9Ixy2dMyQMwMwIzCpouplwkkUte.jpg,12128,1.224059,"voodoo,car crash,morgue,zombie",15,5.2,Matthias Dinter,2382.0,U,5.0,4.0,11,9,0,0,1,0,0,0,1
5609,"[28, 80, 18]",Colors,/aK8kTpbsdY10GCimRt1dIaUq0e8.jpg,10126,1.224042,"police brutality,ghetto,delinquency,police,east l.a.,gang,gang member,mexican american,barrio,colleague",70,6.6,Dennis Hopper,19985.0,R,46.0,3.0,4,7,0,0,0,1,0,0,1
5610,"[18, 10749]",Spetters,/bb2fkLxA2fRlYvjxvH1Zn95ulz4.jpg,40072,1.224031,"sport,unsimulated sex",10,5.6,Paul Verhoeven,3963.0,Unrated,1.0,1.0,2,7,1,0,0,0,0,0,1
5611,"[35, 80, 53]",Silentium,/m8F9mHc90o9TcGlU0gD0wXAJVX9.jpg,9010,1.223868,"opera,migraine,salzburg,cannabis,murder,soccer,catholic school,catholic priest",18,7.0,Wolfgang Murnberger,2809.0,15,5.0,4.0,1,9,0,0,1,0,0,0,1
5612,"[28, 35]",First Sunday,/4crEqEk5pYHvlNG7UUBBudi4z0R.jpg,14423,1.223749,gospel,29,5.4,David E. Talbert,8047.0,12,13.0,6.0,1,9,0,0,1,1,0,0,0
5613,"[80, 53]",Physical Evidence,/6ADL5GYLbp1gWW1ivzjaeWkoSDh.jpg,41938,1.223665,"officer,suspect,police,puzzle,murder,romance,lawyer",11,4.8,Michael Crichton,1201.0,R,6.0,3.0,1,7,0,0,0,0,0,0,1
5614,"[80, 18, 9648, 53]",Ripley's Game,/zk522u9U5wmXplwLZLddf30qClI.jpg,10955,1.223549,"hitman,assignment,greed,insult,performance,party,woman director",56,6.6,Liliana Cavani,15059.0,15,2.0,2.0,9,9,0,0,0,0,0,0,1
5615,"[27, 53, 10770]",The Wasp Woman,/vtOuqbt9xil7U5DjhYiXPNhTM4G.jpg,27546,1.223391,"scientist,wasp,model",3,2.2,Jim Wynorski,365.0,PG,1.0,3.0,8,8,0,0,0,0,0,0,1
5616,"[878, 28, 27]",Ozark Sharks,/7PwqtPbsPS85p3JhoFWRaUzSK2q.jpg,407626,1.223349,"shark attack,ozark",7,4.7,Misty Talley,353.0,15,3.0,4.0,7,10,0,0,0,1,0,0,1
5617,"[14, 27, 18]",Werewolf of London,/ruROQAVMXvLLBkvM7OqB9IlLbCo.jpg,27970,1.223326,"london england,moon,zoo,flower,moonlight,murder,mad scientist,werewolf,creature,lycanthrope,universal monsters",25,6.1,Stuart Walker,3653.0,Unrated,2.0,1.0,5,2,0,0,0,0,0,1,1
5618,"[28, 18, 53]",Paparazzi,/jiMiZqO56mVfKK7amclP9aUrfuz.jpg,15644,1.223271,independent film,45,5.9,Paul Abascal,13438.0,15,28.0,4.0,9,9,0,0,0,1,0,0,1
5619,"[35, 10749]",Win a Date with Tad Hamilton!,/zEycb5vQH7C33kjd6cuAoXTZOU4.jpg,13476,1.223235,"celebrity,romantic comedy,male female relationship,movie star",123,5.4,Robert Luketic,23474.0,PG,7.0,9.0,1,9,1,0,1,0,0,0,0
5620,"[35, 10751, 14]","Help, I Shrunk My Teacher",/fqTUMPpisoVxxCR9gmWeO9V94Us.jpg,365961,1.223224,"shrinking,teacher,school",4,5.0,Sven Unterwaldt Jr.,115.0,U,2.0,5.0,12,10,0,1,1,0,0,1,0
5621,"[28, 37]",Santa Fe Trail,/9b0zNSfG1mS1GSXSE4HfxQhvcMc.jpg,1718,1.223077,"fight,slavery,fanatic,war",5,3.6,Michael Curtiz,2419.0,PG,6.0,2.0,12,3,0,0,0,1,0,0,0
5622,"[18, 36]",Age of Uprising: The Legend of Michael Kohlhaas,/max3zwNzfDJGBndxdSKnp1rmCtX.jpg,186971,1.223007,"sword,historian,siglo xvi",50,6.1,Arnaud des Pallières,6198.0,15,13.0,1.0,8,10,0,0,0,0,1,0,1
5623,"[14, 27]",Subspecies,/uxjo4yfVF27vAxIWgXVps1AtqOU.jpg,24789,1.22299,"transylvania,vampire,half-brother,turning into a vampire,haunted castle",20,5.6,Ted Nicolaou,2511.0,18,3.0,15.0,8,8,0,0,0,0,0,1,1
5624,"[35, 10751]",Mr. Magoo,/kmkDECJvvpv41Ca1aAnZJYHw20U.jpg,9438,1.222924,"lie,bluff,based on cartoon,millionaire,luck,short sighted",56,3.9,Stanley Tong,12436.0,PG,66.0,4.0,12,8,0,1,1,0,0,0,0
5625,"[35, 80, 18, 53]",Nobel Son,/4LqUHdQoXqRoxYO4dm8SPQxSBBB.jpg,15676,1.222915,"sex,ransom,nobel prize,mask,college,poet,photography,revenge,suspense,independent film,corpse,pistol,locker",22,6.1,Randall Miller,5103.0,18,2.0,2.0,4,9,0,0,1,0,0,0,1
5626,"[28, 12, 18, 53]",Iron Eagle II,/86JBY9iKNk7ASZ0J69gYVYzkY2P.jpg,11955,1.222845,"israel,atomic bomb,pilot,air force",13,4.6,Sidney J. Furie,4096.0,PG,9.0,3.0,11,7,0,0,0,1,0,0,1
5627,[27],Dolly Dearest,/kKS8ZynuL3RtswcO7zu4iIVVZ1T.jpg,28859,1.22283,killer doll,20,5.5,Maria Lease,2013.0,15,5.0,2.0,11,8,0,0,0,0,0,0,1
5628,[27],Apartment 1303 3D,/5U2XEdcyELojXDEu17m4M9KwBoA.jpg,160070,1.222821,"3d,3d stereoscopic",82,3.9,Michael Taverna,4766.0,15,9.0,20.0,12,10,0,0,0,0,0,0,1
5629,[37],The Wonderful Country,/sBfKc42tJIHpwwhkgNVZrmaWrWo.jpg,6610,1.222805,"mexico,texas,fractured leg,texas ranger,weapon,revenge",6,5.6,Robert Parrish,993.0,PG,3.0,1.0,10,4,0,0,0,0,0,0,0
5630,"[18, 36]",Cromwell,/4sxjpHqxSKijc64KsEVsBBZnw4p.jpg,31675,1.222614,"england,civil war",20,6.5,Ken Hughes,3755.0,U,3.0,1.0,9,6,0,0,0,0,1,0,1
5631,"[35, 18]",With Honors,/b4fwH4wTvm47P14NSXxaOeQvINM.jpg,16297,1.222591,"homeless person,law school,bum,harvard law school,leg shaving",42,6.1,Alek Keshishian,11359.0,PG,1.0,6.0,4,8,0,0,1,0,0,0,1
5632,"[28, 12, 35, 10751]",Vicky and the Treasure of the Gods,/9M2oYCKUviddi3ULNNb6cYec8fW.jpg,80109,1.222424,viking,20,5.9,Christian Ditter,940.0,U,18.0,4.0,9,10,0,1,1,1,0,0,0
5633,[18],The Ballad of Jack and Rose,/8gJATVMk0P6tiGprjBWdYxBRrSn.jpg,17113,1.222332,"female nudity,runaway,commune,egg,independent film,arson,incest,illness,environmentalism,diabetic,face slap,peeping tom,scythe,woman director",32,6.3,Rebecca Miller,9666.0,15,3.0,1.0,3,9,0,0,0,0,0,0,1
5634,"[28, 12, 35]",The Dukes of Hazzard: The Beginning,/jQ4Wy0Fj6RYikr0xLa4g2aVNFcm.jpg,19580,1.222154,prequel,41,4.9,Robert Berlinger,4151.0,12,21.0,7.0,3,9,0,0,1,1,0,0,0
5635,"[18, 10749]",The Secret,/va6HqOvllpo6rY2xTOv7HAODwn7.jpg,14432,1.22214,"religion and supernatural,reincarnation,high school,car crash",17,6.2,Vincent Perez,3183.0,15,3.0,3.0,10,9,1,0,0,0,0,0,1
