genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,month,decade,group5,group4,group7,group6,group1,group3,group2
"[28, 12, 18]",The Edge,/fvokkKZuhMosdpABHduMdOdIDkp.jpg,9433.0,1.877899,"photographer,grizzly bear,wilderness,airplane,supermodel,emergency landing,suspense,survival,bear,animal horror",287.0,6.7,Lee Tamahori,58220.0,15,12.0,28.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 12, 35]",A Friend Is a Treasure,/pmh7g1HOaKGTJ7z6lBvsnLKKtU5.jpg,6399.0,1.478891,fistfight,85.0,6.9,Sergio Corbucci,7686.0,PG,9.0,1.0,12.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[28, 18, 53]",Redline,/8B6tyjHDMZHjSnJv706MhzFKZZN.jpg,16392.0,1.246173,street race,38.0,4.6,Andy Cheng,8049.0,15,39.0,10.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[18, 12]",Noah,/5wioUjzwr91fvq7ydunxK2CPSxi.jpg,86834.0,3.321303,"bible,god,noah,3d stereoscopic",1897.0,5.5,Darren Aronofsky,208498.0,12,112.0,25.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 12, 35, 53]",Bad Company,/v4Jz1ALH2LdIrpr681WVIsYbRQL.jpg,3132.0,1.51293,"ambush,cia,assassin,nightclub,hustler,hidden camera,decoy,undercover agent,twin brother,deception,betrayal,mistaken identity,shootout,espionage,foot chase,car chase,silencer,surveillance,agent,impersonation,langley virginia,odd couple",175.0,5.4,Joel Schumacher,40652.0,12,48.0,8.0,6.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[27, 878]",Arachnoquake,/cuxBR13eVMnzqmbA7fSUTAR8DQC.jpg,116463.0,1.234419,"helicopter,giant spider,spider,panic,creature feature",16.0,3.9,Griff Furst,1852.0,PG,9.0,2.0,6.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[27, 28, 53, 878]",Altitude,/oDmwDML4Uz5mK26BW4dYq0A34hf.jpg,44678.0,1.297788,"race against time,danger,against the odds,chases and races,unlikely parents,cons and scams",69.0,4.9,Kaare Andrews,8850.0,15,7.0,5.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 35, 80]",The Hard Way,/4JrgkB9QEntDPw0Bczmd9fYFGvV.jpg,11384.0,2.156982,"dual identity,identity,undercover agent,role reversal",88.0,6.0,John Badham,15133.0,15,33.0,25.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[10751, 12]",The Lost Treasure of the Knights Templar III: The Mystery of the Snake Crown,/ogznxq4xtkdjpd6DOfF4Mn7VGkf.jpg,16045.0,1.208014,"boy,sequel,crown",3.0,4.8,Giacomo Campeotto,254.0,PG,3.0,3.0,3.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[28, 12, 35]",Wild Hogs,/auKcnTuYtB7v1t4yLC4y29ZwyTq.jpg,11199.0,1.887208,"midlife crisis,road trip,politically incorrect,motorcycle gang,biker film,awkwardness,travel writer,middle age,middle aged man",490.0,5.6,Walt Becker,102625.0,15,29.0,10.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[28, 35, 27, 878, 53]",Tremors 3: Back to Perfection,/cC9z8aQMtuxdTfvRzM9MHGCo8A1.jpg,10829.0,1.598436,"small town,graboids,shriekers,tourist attraction,toy car,real estate agent,giant worm,flaming arrow",113.0,5.4,Brent Maddock,12382.0,12,10.0,34.0,10.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[27, 878, 53]",Tarantula,/9KGnA6b2fHYZzvK29TOeaBiMb1A.jpg,9077.0,1.208794,"monster,experiment,giant spider,deformation,laboratory,giant monster,scientist,desert,napalm,animal horror",51.0,6.2,Jack Arnold,6653.0,PG,4.0,1.0,12.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 12, 18]",The Snow Walker,/13bdrDN6NAh0iApAY4m9y7guyJB.jpg,14694.0,1.214527,independent film,26.0,6.1,Charles Martin Smith,8714.0,U,6.0,8.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 35, 80, 9648]",Kiss Kiss Bang Bang,/5Lif1qGiyaF8OqG9lR3eqzeEC3S.jpg,5236.0,2.612813,"detective,loser,custody battle,shooting,thief,crush,los angeles,series of murders,celebration,hoodlum,female corpse,christmas",714.0,7.1,Shane Black,183660.0,15,35.0,9.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[28, 35]",The Man with One Red Shoe,/nU2edOxptmFU78ie310rnDmfXfx.jpg,10905.0,1.35495,"cia,undercover,violin,femme fatale,agent",57.0,5.3,Stan Dragoti,12299.0,PG,16.0,13.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[14, 28, 12]",Hercules,/8IKPdr9wdw0IjrFw8ISLYNtwQHJ.jpg,22211.0,1.285937,hercules,7.0,4.2,Roger Young,1726.0,12,12.0,7.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[28, 35, 80]",Taxi 2,/bsbllNS0oeKoxKJB0mAKnaeUjkE.jpg,2332.0,1.74991,"paris,police operation,special unit,japanese mafia",311.0,6.0,Gérard Krawczyk,42225.0,12,47.0,4.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[28, 12, 53, 878]",Moonraker,/bIiTYuG1NRtLZAY7lxOwNafn2BV.jpg,698.0,3.108707,"venice,mass murder,space marine,space suit,marcus square,space battle,secret base,utopia,space travel,boat chase,astronaut,lasers,british secret service,weightlessness",424.0,5.9,Lewis Gilbert,72694.0,PG,31.0,9.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 53, 10752]",Iron Eagle,/Wav0BfhK8dXQGhGbkhnL7MlLl3.jpg,11037.0,1.29399,"dictator,father son relationship,government,execution",53.0,4.8,Sidney J. Furie,11008.0,12,19.0,6.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[12, 14, 28]",Clash of the Titans,/n8W2Y72VzSi8Yz6IvYWwfoiMTS6.jpg,18823.0,2.713158,"hades,mythology,greek mythology,zeus,medusa,mythological beast,sea monster,perseus,kraken,gods,ancient greece,based on greek myth,3d",1835.0,5.6,Louis Leterrier,237034.0,12,48.0,67.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[28, 12, 35]",Cheech & Chong's Next Movie,/tHQidVxMZNV32rbOWGsK83pL2m.jpg,13612.0,1.566047,"comedy,marijuana",54.0,6.3,Tommy Chong,9580.0,R,7.0,2.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[27, 28, 53, 878]",The Darkest Hour,/vRfn8Zxm4Xfssb7TFiSMDfpJEn.jpg,71469.0,1.497109,"alien invasion,american abroad,moscow,unlikely heroes,failed business",400.0,4.7,Chris Gorak,50755.0,12,47.0,2.0,12.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[18, 28, 35, 53, 80]",Suicide Kings,/c9T1jNEik3PjAQI70hx6Kwt6N0p.jpg,10668.0,1.521213,"ransom,sister,killer,group of friends,hoodlum",58.0,6.7,Peter O'Fallon,23170.0,15,15.0,1.0,9.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[878, 28, 53]",Black Moon Rising,/v2fXTvoGnYvEhTmiuubE37YrWv1.jpg,36349.0,2.64767,"female nudity,robbery,assassin,shotgun,gun,fbi,nudity,chase,thief,revenge,murder,mixed martial arts,independent film,gangster,violence,kicked in the crotch,car chase,fbi agent,car,machine gun,videotape",23.0,6.1,Harley Cokeliss,3955.0,R,25.0,6.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[35, 28, 80]",The Naked Gun 33⅓: The Final Insult,/k3F8N3jeqXOpm1qjY7mL8O6vdx.jpg,36593.0,3.118637,"undercover,spoof,state prison",376.0,6.2,Peter Segal,80209.0,12,96.0,21.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[28, 35]",The Man with One Red Shoe,/nU2edOxptmFU78ie310rnDmfXfx.jpg,10905.0,1.35495,"cia,undercover,violin,femme fatale,agent",57.0,5.3,Stan Dragoti,12299.0,PG,16.0,13.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[28, 14, 878]",Highlander V: The Source,/rlpEljiu8ZvjVhpuvgCqU9MvddJ.jpg,13360.0,1.452385,"revenge,murder,killer",41.0,3.2,Brett Leonard,8047.0,15,18.0,5.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[12, 14, 28, 878]",Kull the Conqueror,/j8BmhqcdacN6LgIdnf97URB8qpY.jpg,17832.0,1.59453,"sword,planetary configuration,sword fight,fate",30.0,5.3,John Nicolella,6782.0,12,20.0,13.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[28, 53]",Showdown in Little Tokyo,/xGE0TFCsNincYgC8c8nWS8aKZKY.jpg,13154.0,1.641892,"yakuza,los angeles,samurai sword",71.0,5.8,Mark L. Lester,13096.0,R,61.0,2.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 12, 35]",The In-Laws,/vJXfjb8ZX2iCj8s3bfCXt6UM2FW.jpg,19827.0,1.262987,"cia,wedding,in-laws,armored car robbery,fictional country",21.0,6.7,Arthur Hiller,5956.0,PG,12.0,3.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[12, 35, 10751, 10402]",Sesame Street Presents Follow That Bird,/fpx6RC8ShfMnu6LNP2Zpu2RumaV.jpg,36536.0,1.259744,"flying,runaway,airport,waitress,illinois,gas station,restaurant,map,adoption,social worker,chicken,key,scarecrow,letter,star,carnival,airplane,barn,cage,suitcase,farm,boy,friendship,police,postcard,giant bird,road trip,swimming pool,nest,truck,little boy,children,family relationships,diner,based on tv series,search,haystack,lifting person in air,best friend,crying,little girl,singing,the muppets,girl,reading aloud,police officer,parade,car chase,foster family,new home,car,food fight,truck driver,sesame street,cornfield,news reporter,binoculars,teddy bear,volkswagen beetle,journey shown on map,ferris wheel,garbage can,campfire story,net,turkey the bird,flying upside down,sign language,news,roller skating,excercise,part animation,jalopy,dodo bird,lost child,birdhouse,water pump,reference to snow white,riding lawn mower,upside down,child,fruit",11.0,6.5,Ken Kwapis,3608.0,U,7.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"[28, 12, 80]",Project S,/fkytEZtIL4HhBg2S3w0doeLS0PI.jpg,38955.0,1.258576,martial arts,10.0,5.7,Stanley Tong,3101.0,18,7.0,1.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 18, 37]",Hour of the Gun,/dpNhKmoO7d9THeQ5yz26kgKqbs3.jpg,31658.0,1.322695,"wyatt earp,doc holliday,revenge,western town,bar shootout",13.0,5.3,John Sturges,2579.0,PG,4.0,1.0,11.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[12, 14, 35]",Erik the Viking,/ktkbkRkdEwq9eXw87WiWUXN9F0L.jpg,11828.0,1.539785,"norway,norwegian,viking",63.0,6.0,Terry Jones,11316.0,12,2.0,7.0,9.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
"[12, 28, 53, 878]",X-Men Origins: Wolverine,/kqO36IYvWbRKMPiUeiVZUFH06Rc.jpg,2080.0,1.394867,"corruption,mutant,boxer,army,marvel comic,superhero,aftercreditsstinger,duringcreditsstinger",3275.0,6.2,Gavin Hood,385366.0,12,122.0,66.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[53, 80, 878, 9648]",S. Darko,/dAol6pkKEX7zM1rICqPgUWmas2S.jpg,17532.0,1.804011,"stranded,end of the world,shattered home,bizarre past,frightening visions",95.0,3.6,Chris Fisher,11590.0,15,4.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[878, 28, 18, 53]",Volcano,/zFxrGOiOddg3iVfAhGrBsIzUp3M.jpg,10357.0,2.013657,"subway,lava,volcano,volcanologist,los angeles",284.0,5.1,Mick Jackson,60775.0,12,74.0,124.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 9648, 53]",The Mod Squad,/uPqOdDiMKqZForyPW9VU0gmrFRZ.jpg,16379.0,1.379402,"undercover,drug traffic,based on tv series",29.0,4.2,Scott Silver,7893.0,15,34.0,2.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[53, 28, 80]",The Assignment,/suCKdjHJMKjwnrZdrIdRi2gEU6x.jpg,18355.0,1.635253,"terrorist,naval officer",31.0,6.6,Christian Duguay,7676.0,18,32.0,3.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[10751, 878]",D.A.R.Y.L.,/1YOIpiT5crUtdzruseCHTCPj5rg.jpg,16248.0,1.295961,"chewing gum,autopilot,forest,childhood,gate",69.0,6.1,Simon Wincer,9920.0,PG,24.0,1.0,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[28, 18]",Death Hunt,/ma9GewUQR6ZwdtxAHwNqyZNzQ4F.jpg,26444.0,1.26389,"canada,wilderness,survival",27.0,5.8,Peter R. Hunt,5312.0,R,4.0,2.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[53, 28, 878]",Ice 2020,/roO7SLlt2LoUgjwVHjSzozPGPkJ.jpg,121442.0,2.152946,grönland,4.0,5.0,Nick Copus,903.0,12,10.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 12, 80, 878, 53]",RoboCop 2,/jHE1jOJQILXSPudL4h94NI3TRL.jpg,5549.0,2.919301,"cyborg,police,sequel,cyberpunk,robot,drug,police officer,robocop",393.0,5.5,Irvin Kershner,66390.0,R,63.0,59.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[14, 27, 878]",The Ghost of Frankenstein,/xGrbBmWlRa70JsER3zrlup4d2k8.jpg,3074.0,1.386205,frankenstein,24.0,6.5,Erle C. Kenton,4146.0,R,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"[28, 12, 18]",Grand Prix,/gfh6OOHPVXlwVQoNTNne9TZ1MD8.jpg,20379.0,1.476076,"car race,racing,formula 1",28.0,5.9,John Frankenheimer,6274.0,PG,4.0,7.0,12.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[53, 28, 12, 35, 80]",The A-Team,/eMwotYpkcE42lGlaoCpPFaolvst.jpg,34544.0,3.100891,"war crimes,military court,military service,double crossed,aftercreditsstinger,duringcreditsstinger",1402.0,6.2,Joe Carnahan,218074.0,12,137.0,52.0,6.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[14, 18, 28, 53, 80, 878, 10749]",Malice in Wonderland,/hFAuHTvoZlFWeUOJOm36g7c5z0v.jpg,32407.0,1.256986,"england,underworld,amnesia,alice in wonderland",16.0,5.4,Simon Fellows,2752.0,15,5.0,1.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"[28, 10752, 53]",The IRA Informant,/xRTDQK1zC9POhc1QV4PVe2cmp1P.jpg,38275.0,1.213555,"based on novel,independent film,irish republican army,terrorism",3.0,6.8,Jim McBride,529.0,15,3.0,4.0,3.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[28, 12, 35]",Allan Quatermain and the Lost City of Gold,/ncZ5s2GO3ABZQaS6JvZSSx0PtLj.jpg,9710.0,1.32755,"brother brother relationship,africa,riddle,gold,treasure,treasure hunt,goldmine,archaeologist,missing person,archeology ,allan quatermain",50.0,4.5,Gary Nelson,7315.0,PG,32.0,17.0,12.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[18, 28, 53, 80]",The Killing,/eUfj1NXxd7yIiCrqAOUm1MYL2CQ.jpg,247.0,1.87113,"corruption,adultery,robbery,horse race,wife husband relationship,secret,way of life,sniper,ex-detainee,marriage crisis,femme fatale,bag of money,crime,classic noir",212.0,7.6,Stanley Kubrick,65158.0,12,8.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[12, 28, 878]",Journey 2: The Mysterious Island,/jMu45saMeqB2RGDqV3HoQ3XgZ2a.jpg,72545.0,2.751151,"mission,mysterious island,missing person,duringcreditsstinger,3d",747.0,5.8,Brad Peyton,71010.0,PG,28.0,27.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"[28, 53]",Iron Eagle III,/qPdxlQGQ4SUpDU2CPpXODeqPDkv.jpg,2038.0,1.638833,"poison,pilot,dying and death,airplane,drugs and addiction",10.0,3.9,John Glen,2364.0,12,17.0,4.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[12, 18, 53, 28]",The Poseidon Adventure,/2pcNQ0QitBdU7lUOtjjKpEd9dX1.jpg,28512.0,1.323232,capsized ship,18.0,4.0,John Putch,2744.0,PG,58.0,5.0,11.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[18, 28, 35, 80]",JCVD,/lRceSjPJb2nlMQ8Frwj1ra0T6BA.jpg,13672.0,1.527388,gun held to head,127.0,6.7,Mabrouk El Mechri,34074.0,15,28.0,1.0,6.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[28, 18, 36, 10749, 10752]",El Cid,/iEHtWu3nBlPYFBH0aLkREJrGxEy.jpg,16638.0,1.523592,"spain,war,historical figure,devoutness,honor",47.0,6.8,Anthony Mann,10255.0,PG,7.0,4.0,10.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
"[12, 35, 878]",Bill & Ted's Excellent Adventure,/b2yKJ1STPklVSRtso2Tg4TPXK7u.jpg,1648.0,1.963816,"jealousy,journey in the past,sigmund freud,time travel,heavy metal,socrates,billy the kid,school presentation,rhinoceros,phone booth,world peace,past,history,metal,best friend,napoleon bonaparte",359.0,6.7,Stephen Herek,88718.0,PG,21.0,15.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[28, 53]",Derailed,/inBGQGHUUFAmt9nINRAdTUBkmQN.jpg,17774.0,1.36147,"biological weapon,train,train explosion,runaway train",36.0,3.7,Bob Misiorowski,6323.0,15,43.0,15.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[12, 18, 28, 36, 10752]",Where Eagles Dare,/70lTWYeTtQfQ9HVKE12ZS7r89jM.jpg,11046.0,1.988751,"germany,world war ii,liberation of prisoners,alps",180.0,7.3,Brian G. Hutton,42282.0,15,36.0,2.0,12.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[28, 80, 53]",To Live and Die in L.A.,/yvB4OUjVHXArN3qE3IDfn4yrzJm.jpg,9846.0,1.59774,"hold-up robbery,cops,counterfeit,los angeles,secret service",95.0,6.8,William Friedkin,22261.0,R,77.0,3.0,11.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 12, 37]",The Lone Ranger,/b4vil5ueYJNBNypHmo1tpuevh4z.jpg,57201.0,2.802186,"texas,horse,survivor,texas ranger,partner,outlaw,escape,lawyer,train,lone ranger,comanche,the lone ranger,tonto",1879.0,6.0,Gore Verbinski,189810.0,12,184.0,44.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"[18, 53, 12]",The Hunter,/qFMEHgp8iHxnLx2jrAQJFkuLv6y.jpg,70954.0,1.304618,"hunter,mercenary,wilderness,little boy,crying,sole survivor,tasmanian tiger",188.0,6.6,Daniel Nettheim,31786.0,15,4.0,1.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 12, 9648, 878, 53]",Paycheck,/fvp8I0d21MMbpd0Z8HMeGZXMKGU.jpg,9620.0,1.967454,"prophecy,engineer,scientist,millionaire",472.0,5.8,John Woo,92220.0,12,93.0,8.0,12.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[12, 35, 18, 10749]",Bubble Boy,/dHRPfwd1yZCPfqA9HPEieLnlKcs.jpg,9683.0,1.300357,"lovesickness,niagara falls,crush,youth,illness",117.0,4.9,Blair Hayes,26418.0,12,40.0,15.0,8.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"[28, 14, 878]",Highlander V: The Source,/rlpEljiu8ZvjVhpuvgCqU9MvddJ.jpg,13360.0,1.452385,"revenge,murder,killer",41.0,3.2,Brett Leonard,8047.0,15,18.0,5.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[14, 35, 878]",Toys,/ea5W7Py440QZS38B6TaX1ja1TlN.jpg,11597.0,1.601176,"brother brother relationship,loss of brother,loss of father,toy,company,uncle,toy shop,technical toy,inheritance",137.0,5.1,Barry Levinson,27285.0,PG,13.0,30.0,12.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
"[35, 10751, 878]",St. Trinian's,/7WkJDzTqWaw2j57Yx1KvoIb5eWA.jpg,10748.0,1.657827,"solidarity,snake,exhibit,musical,shenanigan,chaos,receiving of stolen goods,girls' boarding school,quiz show,unorthodox,debt,principal,anarchy,group of friends,duringcreditsstinger,distillery",118.0,5.6,Oliver Parker,18866.0,12,6.0,4.0,12.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"[28, 12, 35, 10751]",Captain Ron,/rvVQmoGJiMSsi3otft411TtNxdO.jpg,14361.0,1.261303,monopoly,71.0,5.6,Thom Eberhardt,17414.0,PG,12.0,4.0,9.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"[37, 12, 18, 28, 35, 10752]",The General,/hjK9y09NjHOqAaz6PfOmzxU1qCT.jpg,961.0,1.99578,"spy,southern u.s.,general,fiancé,cannon,bridge,engineer,army,attack,train,girl,behind enemy lines",185.0,7.9,Clyde Bruckman,57321.0,PG,2.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
"[28, 35, 18, 36]",To End All Wars,/r7MNAYQFSIJT7LjQxq27U1IHOoS.jpg,1783.0,1.300893,"japan,scotland,traitor,freight train,railway car,teacher,jungle,corporal punishment,bushido",29.0,6.6,David L. Cunningham,9071.0,R,2.0,5.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
"[28, 12, 53, 10749]",Bang Bang!,/e5qSzHPLEMFETrjTX0gyEACtFqA.jpg,283589.0,1.540774,"london england,dancing,secret agent,revenge,heist,rescue,hindi,bollywood,car chase,jewel heist,jewel thief,motorcycle chase",62.0,6.4,Siddharth Anand,17703.0,12,32.0,1.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
"[14, 28]",Elektra,/dyvqAJs20UrqTJGOHtJ0tNbU54m.jpg,9947.0,2.142274,"martial arts,based on comic book,magic ninja,female assassin,spin off",438.0,4.9,Rob Bowman,73911.0,12,59.0,15.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[14, 12, 28, 9648]",The Extraordinary Adventures of Adèle Blanc-Sec,/og6Jv55bF0uzF1F1kpUW6Je7z0H.jpg,35552.0,1.641163,"female nudity,monster,mummy,based on comic book,tomb,egyptology,adventurer,pterodactyl,louvre museum",232.0,5.9,Luc Besson,16408.0,12,9.0,5.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"[28, 80, 18]",Colors,/aK8kTpbsdY10GCimRt1dIaUq0e8.jpg,10126.0,1.224042,"police brutality,ghetto,delinquency,police,east l.a.,gang,gang member,mexican american,barrio,colleague",70.0,6.6,Dennis Hopper,19985.0,R,46.0,3.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[878, 28, 12, 53]",Star Trek V: The Final Frontier,/kugwPq2E5IkzrgoxRycnoqqUS9H.jpg,172.0,2.690949,"federation,starfleet,uss enterprise-a,sha-ka-ree,loss of brother,self sacrifice,hostage,liberation of hostage,romulans,klingon,vulcan,space opera",314.0,5.5,William Shatner,46048.0,PG,24.0,6.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 35, 80]",Kuffs,/5LZtFofpYDW7SEPxV9NnDv7Gvq1.jpg,14603.0,1.215439,"dance,police protection,organized crime,breaking the fourth wall,gunfight,talking to the audience,funny hero,ugly shirts",47.0,5.2,Bruce A. Evans,8220.0,15,20.0,4.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"[28, 53]",Undisputed III : Redemption,/vLSnWLCnqk5j3oLnMnBHJGL3bO0.jpg,38234.0,3.323079,"prison,showdown,shotgun,fight,prison cell,champion,fighter,blood splatter,beating,jail,blood,tournament,brutality,jail cell,prison fight,carrot",120.0,7.4,Isaac Florentine,30318.0,15,20.0,4.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 53]",Cat Chaser,/yoO7VoRWVaDD9Vt8OHqthpYDfAr.jpg,35888.0,1.250202,"female nudity,narration,dominican republic",6.0,4.0,Abel Ferrara,933.0,R,8.0,3.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 12, 10749]",Tarzan's Secret Treasure,/tTp12L1qu3mdCsbYHQgIgtAc1C7.jpg,40214.0,1.324867,tarzan,8.0,5.9,Richard Thorpe,2321.0,PG,1.0,1.0,12.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"[80, 53, 28, 27]",VANish,/gFTLyp8pwznA8AoaUBAQNqKa4QP.jpg,298032.0,1.253688,"post traumatic stress  disorder,van,road trip,murder,kidnapping,drug cartel,gore,extreme violence,violence,mayhem,kidnap,afghanistan veteran",22.0,4.5,Bryan Bockbrader,1315.0,18,1.0,3.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[53, 28, 14, 27]",Ghost Rider,/jnllnSq8u4d1oQPU7PsoAHD6bLU.jpg,1250.0,2.956758,"mephisto,religion and supernatural,dying and death,devil's son,ghost world,stunt,flame,based on comic book",1247.0,5.2,Mark Steven Johnson,189603.0,12,53.0,34.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"[28, 18, 53]",Night of the Running Man,/wkByxJQbZQaqHPdDHWK5kyhStqp.jpg,51911.0,1.207511,"suspense,man on the run",11.0,6.3,Mark L. Lester,992.0,18,12.0,3.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[28, 35]",Knight and Day,/aumRtkfr9nNz06onPvhX9JtR5EI.jpg,37834.0,2.620683,"spy,airport,gas station,garage,pilot,chase,secret agent,rope,exploding building,car chase,police car,boy genius,duringcreditsstinger",1260.0,5.9,James Mangold,154223.0,12,141.0,34.0,6.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"[28, 18, 27, 878, 53]",Carriers,/hXEZ25jYUHZSNKaZk0dbQQQje7U.jpg,25769.0,1.632742,"beach,desperation,infection,survival,biohazard,disease,trust,virus,pandemic",216.0,5.8,David Pastor,36594.0,15,7.0,3.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[10751, 12]",The Himalayas,/9bMFrCGlQ0AbBAvvLLgWVtuEIqB.jpg,374111.0,1.24474,"survivor,climbing,snow,rescue mission,mountain rescue",2.0,7.3,Seok-hoon Lee,460.0,PG,2.0,1.0,12.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
